@relation 'C__Users_samir_Desktop_2nd Semester_AI_HW5_Dataset_Training'

@attribute text string
@attribute @@class@@ {one,zero}

@data
'it\'s close to my houseit\'s low-keynon-fancyaffordable pricesgood food\r\n',one
'the place was fairly clean but the food simply wasn\'t worth it\r\n',zero
'* both the hot & sour & the egg flower soups were absolutely 5 stars\r\n',one
'this place lacked style\r\n',zero
'great time - family dinner on a sunday night\r\n',one
'the sangria was about half of a glass wine full and was $12ridiculous\r\n',zero
'the flair bartenders are absolutely amazing\r\n',one
'don\'t bother coming here\r\n',zero
'these were so good we ordered them twice\r\n',one
'the meat was pretty dryi had the sliced brisket and pulled pork\r\n',zero
'i connected my wife\'s bluetooth,motorola hs850 to my phone and it worked like a charm whether the phone was in my pocket or the case\r\n',one
'the replacement died in a few weeks\r\n',zero
'i had a pretty satifying experience\r\n',one
'the building itself seems pretty neat; the bathroom is pretty trippybut i wouldn\'t eat here again\r\n',zero
'join the club and get awesome offers via email\r\n',one
'it was equally awful\r\n',zero
'perfect for someone me who only likes beer ice coldor in this caseeven colder\r\n',one
'probably not in a hurry to go back\r\n',zero
'the nachos are a must have\r\n',one
'very slow at seating even with reservation\r\n',zero
'i don\'t have very many words to say about this placebut it does everything pretty well\r\n',one
'not good by any stretch of the imagination\r\n',zero
'the staff is super nice and very quick even with the crazy crowds of the downtown jurieslawyersand court staff\r\n',one
'the cashew cream sauce was bland and the vegetables were undercooked\r\n',zero
'great atmospherefriendly and fast service\r\n',one
'the chipolte ranch dipping sause was tastelessseemed thin and watered down with no heat\r\n',zero
'when i received my pita it was huge it did have a lot of meat in it so thumbs up there\r\n',one
'it was a bit too sweetnot really spicy enoughand lacked flavor\r\n',zero
'the classic maine lobster roll was fantastic\r\n',one
'i was very disappointed\r\n',zero
'so good i am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night\r\n',one
'this place is horrible and way overpriced\r\n',zero
'the sound quality is good and functionality is awesome\r\n',one
'i have had problems wit hit dropping signal and more\r\n',zero
'the chips and salsa were really goodthe salsa was very fresh\r\n',one
'maybe it\'s just their vegetarian farebut i\'ve been twice and i thought it was average at best\r\n',zero
'this place is great\r\n',one
'it wasn\'t busy at all and now we know why\r\n',zero
'once you get inside you\'ll be impressed with the place\r\n',one
'the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu\r\n',zero
'and service was super friendly\r\n',one
'the ambiance here did not feel like a buffet settingbut more of a douchey indoor garden for tea and biscuits\r\n',zero
'this place was such a nice surprise\r\n',one
'con spotty service\r\n',zero
'they were golden-crispy and delicious\r\n',one
'the fries were not hotand neither was my burger\r\n',zero
'i could eat their bruschetta all day it is devine\r\n',one
'but then they came back cold\r\n',zero
'lastlythe mozzarella sticksthey were the best thing we ordered\r\n',one
'then our food came outdisappointment ensued\r\n',zero
'the first time i ever came here i had an amazing experiencei still tell people how awesome the duck was\r\n',one
'the real disappointment was our waiter\r\n',zero
'i love this place\r\n',one
'my husband said she was very rude did not even apologize for the bad food or anything\r\n',zero
'incredible\r\n',one
'not impressed\r\n',zero
'i can say that the desserts were yummy\r\n',one
'the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach\r\n',zero
'the seasonal fruit was fresh white peach puree\r\n',one
'insultsprofound deuchebaggeryand had to go outside for a smoke break while serving just to solidify it\r\n',zero
'i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes\r\n',one
'if someone orders two tacos don\'t\' you think it may be part of customer service to ask if it is combo or ala cart?\r\n',zero
'the crêpe was delicate and thin and moist\r\n',one
'she was quite disappointed although some blame needs to be placed at her door\r\n',zero
'best service and food evermaria our server was so good and friendly she made our day\r\n',one
'after all the rave reviews i couldn\'t wait to eat herewhat a disappointment\r\n',zero
'they were excellent\r\n',one
'del taco is pretty nasty and should be avoided if possible\r\n',zero
'just had lunch here and had a great experience\r\n',one
'it\'s not hard to make a decent hamburger\r\n',zero
'i recently tried caballero\'s and i have been back every week since\r\n',one
'but i don\'t like it\r\n',zero
'the food came out at a good pace\r\n',one
'hell no will i go back\r\n',zero
'i ate there twice on my last visitand especially enjoyed the salmon salad\r\n',one
'we\'ve have gotten a much better service from the pizza place next door than the services we received from this restaurant\r\n',zero
'great phone\r\n',one
'bad choice\r\n',zero
'in fact i\'m going to round up to 4 starsjust because she was so awesome\r\n',one
'i don\'t know what the big deal is about this placebut i won\'t be back \"ya\'all\"\r\n',zero
'the potatoes were great and so was the biscuit\r\n',one
'i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar\r\n',zero
'so flavorful and has just the perfect amount of heat\r\n',one
'the ambiance isn\'t much better\r\n',zero
'the price is reasonable and the service is great\r\n',one
'unfortunatelyit only set us up for disapppointment with our entrees\r\n',zero
'went in for happy hourgreat list of wines\r\n',one
'the food wasn\'t good\r\n',zero
'some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot\r\n',one
'your servers suckwaitcorrectionour server heimer sucked\r\n',zero
'this place is pretty goodnice little vibe in the restaurant\r\n',one
'what happened next was prettyoff putting\r\n',zero
'talk about great customer service of course we will be back\r\n',one
'too bad cause i know it\'s family ownedi really wanted to like this place\r\n',zero
'i love their fries and their beans\r\n',one
'overpriced for what you are getting\r\n',zero
'always a pleasure dealing with him\r\n',one
'i vomited in the bathroom mid lunch\r\n',zero
'any ring toneoverall good phone to buy\r\n',one
'the pleather case doesn\'t fit\r\n',zero
'they have a plethora of salads and sandwichesand everything i\'ve tried gets my seal of approval\r\n',one
'i kept looking at the time and it had soon become 35 minutesyet still no food\r\n',zero
'this place is awesome if you want something light and healthy during the summer\r\n',one
'i have been to very few places to eat that under no circumstances would i ever return toand this tops the list\r\n',zero
'for sushi on the stripthis is the place to go\r\n',one
'we started with the tuna sashimi which was brownish in color and obviously wasn\'t fresh\r\n',zero
'the service was greateven the manager came and helped with our table\r\n',one
'food was below average\r\n',zero
'all in all an excellent restaurant highlighted by great servicea unique menuand a beautiful setting\r\n',one
'it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant\r\n',zero
'my boyfriend and i sat at the bar and had a completely delightful experience\r\n',one
'all in allha long bay was a bit of a flop\r\n',zero
'go to place for gyros\r\n',one
'the problem i have is that they charge $1199 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables\r\n',zero
'i love the owner/chefhis one authentic japanese cool dude\r\n',one
'shrimp- when i unwrapped it i live only 1/2 a mile from brushfire it was literally ice cold\r\n',zero
'we definately enjoyed ourselves\r\n',one
'it lacked flavorseemed undercookedand dry\r\n',zero
'seriously killer hot chai latte\r\n',one
'it really is impressive that the place hasn\'t closed down\r\n',zero
'lately they have been extremely nice and helpful on the phone\r\n',one
'useless phonesimply deaf\r\n',zero
'my boyfriend tried the mediterranean chicken salad and fell in love\r\n',one
'i would avoid this place if you are staying in the mirage\r\n',zero
'their rotating beers on tap is also a highlight of this place\r\n',one
'the refried beans that came with my meal were dried out and crusty and the food was bland\r\n',zero
'if you stay in vegas you must get breakfast here at least once\r\n',one
'spend your money and time some place else\r\n',zero
'i want to first say our server was great and we had perfect service\r\n',one
'a lady at the table next to us found a live green caterpillar in her salad\r\n',zero
'the pizza selections are good\r\n',one
'the presentation of the food was awful\r\n',zero
'i had strawberry teawhich was good\r\n',one
'i can\'t tell you how disappointed i was\r\n',zero
'overalla great experience\r\n',one
'i think food should have flavor and texture and both were lacking\r\n',zero
'their regular toasted bread was equally satisfying with the occasional pats of butter mmmm\r\n',one
'appetite instantly gone\r\n',zero
'the chips and sals a here is amazing\r\n',one
